,startDate,endDate,key_0,key_1,clicks,ctr,impressions,position,startDate,endDate
102,2020-02-01,2020-02-29,カフェ ミーティング,https://www.instabase.jp/guides/cafe,3.0,0.08108108108108109,37.0,6.972972972972973,2020-02-01,2020-02-29
103,2020-02-01,2020-02-29,カフェ 打ち合わせ 個室,https://www.instabase.jp/guides/cafe,3.0,0.42857142857142855,7.0,2.2857142857142856,2020-02-01,2020-02-29
104,2020-02-01,2020-02-29,カフェ 電話ok,https://www.instabase.jp/guides/freelance,3.0,0.02586206896551724,116.0,9.21551724137931,2020-02-01,2020-02-29
105,2020-02-01,2020-02-29,ミーティング カフェ,https://www.instabase.jp/guides/cafe,3.0,0.11538461538461539,26.0,6.038461538461538,2020-02-01,2020-02-29
106,2020-02-01,2020-02-29,レンタル スペース お 教室,https://www.instabase.jp/guides/lesson,3.0,0.125,24.0,1.375,2020-02-01,2020-02-29
107,2020-02-01,2020-02-29,レンタルスペース 定期利用,https://www.instabase.jp/guides/lesson,3.0,0.375,8.0,2.625,2020-02-01,2020-02-29
108,2020-02-01,2020-02-29,レンタル写真スタジオ,https://www.instabase.jp/guides/studio,3.0,0.15,20.0,9.0,2020-02-01,2020-02-29
109,2020-02-01,2020-02-29,会議室 カフェ,https://www.instabase.jp/guides/cafe,3.0,0.1111111111111111,27.0,3.814814814814815,2020-02-01,2020-02-29
110,2020-02-01,2020-02-29,会議室 喫茶店,https://www.instabase.jp/guides/cafe,3.0,0.14285714285714285,21.0,3.2857142857142856,2020-02-01,2020-02-29
111,2020-02-01,2020-02-29,個室 作業 スペース,https://www.instabase.jp/guides/freelance,3.0,0.3,10.0,1.5,2020-02-01,2020-02-29
112,2020-02-01,2020-02-29,公民館 東京,https://www.instabase.jp/guides/community_center,3.0,0.061224489795918366,49.0,4.755102040816327,2020-02-01,2020-02-29
113,2020-02-01,2020-02-29,公民館 貸出,https://www.instabase.jp/guides/community_center,3.0,0.3333333333333333,9.0,2.4444444444444446,2020-02-01,2020-02-29
114,2020-02-01,2020-02-29,公民館を借りるには,https://www.instabase.jp/guides/community_center,3.0,0.15789473684210525,19.0,5.105263157894737,2020-02-01,2020-02-29
115,2020-02-01,2020-02-29,勉強 個室,https://www.instabase.jp/guides/freelance,3.0,0.06976744186046512,43.0,8.209302325581396,2020-02-01,2020-02-29
116,2020-02-01,2020-02-29,喫茶店 会議室,https://www.instabase.jp/guides/cafe,3.0,0.08571428571428572,35.0,3.7142857142857144,2020-02-01,2020-02-29
117,2020-02-01,2020-02-29,学校 レンタル,https://www.instabase.jp/guides/lesson,3.0,0.3,10.0,3.1,2020-02-01,2020-02-29
118,2020-02-01,2020-02-29,完全個室 自習室,https://www.instabase.jp/guides/freelance,3.0,0.3333333333333333,9.0,2.2222222222222223,2020-02-01,2020-02-29
119,2020-02-01,2020-02-29,打ち合わせ 喫茶店,https://www.instabase.jp/guides/cafe,3.0,0.075,40.0,5.625,2020-02-01,2020-02-29
120,2020-02-01,2020-02-29,撮影場所 レンタル,https://www.instabase.jp/guides/studio,3.0,0.05357142857142857,56.0,6.214285714285714,2020-02-01,2020-02-29
121,2020-02-01,2020-02-29,教室レンタル,https://www.instabase.jp/guides/lesson,3.0,0.2,15.0,2.466666666666667,2020-02-01,2020-02-29
122,2020-02-01,2020-02-29,渋谷 電話できる場所,https://www.instabase.jp/guides/freelance,3.0,0.1,30.0,4.066666666666666,2020-02-01,2020-02-29
123,2020-02-01,2020-02-29,自習室 東京,https://www.instabase.jp/guides/freelance,3.0,0.375,8.0,19.125,2020-02-01,2020-02-29
